id,word,pinyin,definition,definition_th,level,example_sentence,example_pinyin
5141,眼看,yǎn kàn,to see something happening; to watch helplessly as something occurs; to be about to happen,เห็นเหตุการณ์เกิดขึ้น; ดูอย่างช่วยไม่ได้ขณะที่บางสิ่งกำลังเกิดขึ้น; กำลังจะเกิดขึ้น,6,眼看时间就要到了。,Yǎn kàn shíjiān jiù yào dào le.
5142,演奏,yǎn zòu,to perform (music); to play (an instrument),"บรรเลง, เล่นดนตรี",6,他在音乐会上演奏钢琴。,Tā zài yīnyuèhuì shàng yǎnzòu gāngqín.
5143,宴会,yàn huì,banquet; feast; formal dinner party,งานเลี้ยง; งานเลี้ยงอาหารค่ำอย่างเป็นทางการ,6,宴会将在酒店举行。,Yànhuì jiāng zài jiǔdiàn jǔxíng.
5144,仰,"Yǎng, yǎng",To look up; to admire; to rely on.,เงยหน้าขึ้นมอง; ชื่นชม; พึ่งพา,6,他仰望着星空。,Tā yǎngwàng zhe xīngkōng.
5145,洋,yáng,ocean; sea; foreign; Western,มหาสมุทร; ทะเล; ต่างประเทศ; ตะวันตก,6,海洋资源很丰富。,Hǎiyáng zīyuán hěn fēngfù.
5146,养老,yǎng lǎo,to provide for the elderly; to retire and live in old age,เลี้ยงดูผู้สูงอายุ; เกษียณและใช้ชีวิตในวัยชรา,6,他计划在乡下养老。,Tā jìhuà zài xiāngxià yǎng lǎo.
5147,样,yàng,sample; specimen; pattern; appearance; manner,ตัวอย่าง; แบบ; ลักษณะ; วิธีการ,6,这个样品很特别。,Zhège yàngpǐn hěn tèbié.
5148,氧气,yǎng qì,"Oxygen (a colorless, odorless gas essential for life)",ออกซิเจน (ก๊าซที่จำเป็นต่อการดำรงชีวิต),6,植物需要氧气才能生长。,zhí wù xū yào yǎng qì cái néng shēng zhǎng.
5149,药品,yào pǐn,Medicine; pharmaceutical product; drug,ยา; สินค้ายา; ผลิตภัณฑ์ยา,6,药品必须妥善保管。,Yàopǐn bìxū tuǒshàn bǎoguǎn.
5150,要不然,yào bù rán,Otherwise; or else; if not,มิฉะนั้น; หรือไม่เช่นนั้น,6,要不然我们明天去。,Yào bù rán wǒmen míngtiān qù.
5151,要好,yào hǎo,to be close friends; to be on good terms,"สนิทสนม, เป็นเพื่อนสนิท",6,他们从小就很要好。,Tāmen cóngxiǎo jiù hěn yào hǎo.
5152,要么,yào me,either... or...; or else; used to present alternatives or choices.,ไม่เช่นนั้น...ก็...; หรือว่า; ใช้เพื่อเสนอทางเลือกหรือตัวเลือก,6,要么你去，要么我去。,"Yào me nǐ qù, yào me wǒ qù."
5153,要素,yào sù,essential element; key factor; component,องค์ประกอบสำคัญ; ปัจจัยหลัก,6,成功的关键要素是努力。,chéng gōng de guān jiàn yào sù shì nǔ lì.
5154,野,yě,wild; uncultivated; rustic; open country; field,ป่า; ทุ่ง; ธรรมชาติ; ไร้การควบคุม; หยาบคาย,6,野外的风景很美丽。,yě wài de fēng jǐng hěn měi lì.
5155,医药,yī yào,medicine and pharmaceuticals; medical and pharmaceutical products,ยาและเวชภัณฑ์; ผลิตภัณฑ์ทางการแพทย์และเภสัชกรรม,6,医药行业需要严格监管。,Yī yào háng yè xū yào yán gé jiān guǎn.
5156,依次,yī cì,in order; one after another; sequentially,ตามลำดับ; ตามลำดับต่อเนื่อง; ตามลำดับที่กำหนด,6,请依次排队等候。,Qǐng yīcì páiduì děnghòu.
5157,依赖,yī lài,to rely on; to depend on,พึ่งพา; อาศัย,6,他依赖父母生活。,tā yī lài fù mǔ shēng huó.
5158,一次性,yī cì xìng,disposable; one-time; single-use,ใช้แล้วทิ้ง; ใช้ครั้งเดียว; ใช้ได้ครั้งเดียว,6,请使用一次性筷子。,Qǐng shǐyòng yīcìxìng kuàizi.
5159,一道,yī dào,together; side by side; in the same way,ร่วมกัน; ข้างเคียง; ในทางเดียวกัน,6,我们一起解决这道难题。,wǒ men yī qǐ jiě jué zhè dào nán tí.
5160,一代,yī dài,A generation; one generation.,ยุคสมัยหนึ่ง; ช่วงรุ่นหนึ่ง,6,这一代年轻人很优秀。,Zhè yī dài niánqīng rén hěn yōuxiù.
5161,一贯,yī guàn,consistent; persistent; always; all along,อย่างสม่ำเสมอ; ตลอดมา; อย่างต่อเนื่อง,6,他一贯坚持自己的原则。,tā yīguàn jiānchí zìjǐ de yuánzé.
5162,一路上,yīlùshàng,all along the way; throughout the journey,ตลอดทาง; ตลอดการเดินทาง,6,一路上风景很美。,Yīlùshàng fēngjǐng hěn měi.
5163,仪器,yí qì,instrument; apparatus; device,เครื่องมือ; อุปกรณ์; เครื่องวัด,6,这个仪器很精密。,Zhège yíqì hěn jīngmì.
5164,仪式,yí shì,ceremony; ritual; formal procedure,พิธี; พิธีการ; ขั้นตอนที่เป็นทางการ,6,婚礼仪式很隆重。,hūn lǐ yí shì hěn lóng zhòng.
5165,一番,yīfān,once; one time; a round (of action); a bout; used to indicate an action or process that is done once or for a period,ครั้งหนึ่ง; หนึ่งรอบ; ใช้บ่งบอกการกระทำหรือกระบวนการที่ทำครั้งหนึ่งหรือในช่วงเวลาหนึ่ง,6,他解释了一番情况。,Tā jiěshì le yīfān qíngkuàng.
5166,遗憾,yí hàn,regret; pity; disappointment,เสียดาย; ความผิดหวัง; ความเสียใจ,6,错过这个机会很遗憾。,Cuòguò zhège jīhuì hěn yíhàn.
5167,一模一样,yī mú yī yàng,exactly the same; identical in every detail,เหมือนกันทุกประการ; เหมือนกันเป๊ะ,6,这两本书一模一样。,Zhè liǎng běn shū yī mú yī yàng.
5168,一时,yī shí,for a short time; temporarily; momentarily,ชั่วครู่; ชั่วขณะ; ชั่วคราว,6,他一时想不起名字。,Tā yī shí xiǎng bù qǐ míngzi.
5169,一同,yī tóng,together; in company,ด้วยกัน; ร่วมกัน,6,我们一同去图书馆。,Wǒmen yītóng qù túshūguǎn.
5170,一齐,yī qí,together; simultaneously; at the same time,พร้อมกัน; ในเวลาเดียวกัน; ด้วยกัน,6,我们一齐出发吧。,Wǒmen yīqí chūfā ba.
5171,一行,yī xíng,"A line (of text, people, etc.); a row; a group traveling together.","หนึ่งบรรทัด (ของข้อความ, คน, ฯลฯ); แถว; กลุ่มที่เดินทางไปด้วยกัน",6,一行文字表达深刻含义。,Yī xíng wénzì biǎodá shēnkè hányì.
5172,艺人,yì rén,"performer; entertainer; artist (especially in performing arts like acting, singing, or dancing)",นักแสดง; นักร้อง; ศิลปิน (โดยเฉพาะในด้านการแสดง เช่น นักแสดง นักร้อง หรือนักเต้น),6,这位艺人很受欢迎。,Zhè wèi yì rén hěn shòu huān yíng.
5173,议题,yì tí,topic for discussion; agenda item; subject matter,หัวข้อสำหรับการอภิปราย; รายการวาระการประชุม; เรื่องที่นำมาพูดคุย,6,这个议题很重要。,Zhè ge yì tí hěn zhòng yào.
5174,异常,yì cháng,unusual; abnormal; exceptionally,ผิดปกติ; ผิดธรรมดา; ผิดสังเกต,6,天气异常寒冷。,Tiānqì yìcháng hánlěng.
5175,意想不到,yì xiǎng bù dào,unexpected; beyond imagination; something one would never have thought of,คาดไม่ถึง; นึกไม่ถึง; เกินกว่าที่จะคิดได้,6,这个结果真意想不到。,Zhège jiéguǒ zhēn yì xiǎng bù dào.
5176,意愿,yì yuàn,will; desire; intention; wish,ความตั้งใจ; ความต้องการ; ความปรารถนา,6,我尊重你的意愿。,Wǒ zūnzhòng nǐ de yìyuàn.
5177,因素,yīn sù,factor; element; cause,ปัจจัย; องค์ประกอบ; สาเหตุ,6,这是成功的重要因素。,Zhè shì chénggōng de zhòngyào yīnsù.
5178,因,yīn,because of; due to; cause; reason,เพราะ; เนื่องจาก; สาเหตุ; เหตุผล,6,他因病请假了。,Tā yīn bìng qǐngjià le.
5179,阴谋,yīn móu,A secret plan to do something harmful or illegal; a plot or conspiracy.,แผนลับที่วางไว้เพื่อทำสิ่งที่เป็นอันตรายหรือผิดกฎหมาย; การวางแผนหรือสมคบคิด,6,他识破了敌人的阴谋。,Tā shípòle dírén de yīnmóu.
5180,音量,yīn liàng,volume (of sound),ระดับเสียง,6,请调低音量。,Qǐng tiáo dī yīn liàng.
5181,阴影,yīn yǐng,shadow; shade; a dark area or shape produced by an object blocking light; also used metaphorically for something negative or ominous that affects one's mood or situation.,เงา; บริเวณที่มืดเนื่องจากมีวัตถุบังแสง; ใช้ในเชิงเปรียบเทียบหมายถึงสิ่งที่ไม่ดีหรือน่ากลัวที่ส่งผลต่ออารมณ์หรือสถานการณ์,6,那个阴影让他感到不安。,nà ge yīn yǐng ràng tā gǎn dào bù ān.
5182,音像,yīn xiàng,audio and video; audiovisual materials,เสียงและภาพ; สื่อเสียงและภาพ,6,这家商店出售音像制品。,Zhè jiā shāngdiàn chūshòu yīnxiàng zhìpǐn.
5183,隐私,yǐn sī,privacy; private matters; personal information that one wishes to keep confidential,ความเป็นส่วนตัว; เรื่องส่วนตัว; ข้อมูลส่วนบุคคลที่ต้องการเก็บเป็นความลับ,6,请尊重他人的隐私。,qǐng zūn zhòng tā rén de yǐn sī.
5184,隐藏,yǐn cáng,to hide; to conceal; to keep something out of sight or secret,ซ่อน; ปกปิด; เก็บไว้เป็นความลับ,6,他隐藏了真实情感。,tā yǐn cáng le zhēn shí qíng gǎn.
5185,印,"Yìn, yìn",to print; to stamp; to leave an impression; seal; mark,พิมพ์; ประทับ; ตราประทับ; รอยประทับ; เครื่องหมาย,6,这本书印得很清楚。,Zhè běn shū yìn de hěn qīngchu.
5186,迎来,yínglái,"to welcome; to usher in; to greet the arrival of something (often used for events, seasons, or changes)",ต้อนรับ; ยินดีต้อนรับการมาถึงของบางสิ่ง (มักใช้กับเหตุการณ์ ฤดูกาล หรือการเปลี่ยนแปลง),6,我们迎来了新的挑战。,Wǒmen yíngláile xīn de tiǎozhàn.
5187,英雄,yīng xióng,"hero; a person admired for courage, outstanding achievements, or noble qualities",วีรบุรุษ; ผู้ที่ได้รับการยกย่องจากความกล้าหาญ ความสำเร็จที่โดดเด่น หรือคุณสมบัติอันสูงส่ง,6,他是真正的英雄。,tā shì zhēn zhèng de yīng xióng.
